Date,Open,High,Low,Close,Adj Close,Volume
2001-05-04,12.75,12.75,5.5,12.75,12.75,29100
2001-05-07,10.25,14.699999809265137,9.699999809265137,10.25,10.25,74400
2001-05-08,9.800000190734863,10.25,9.800000190734863,9.800000190734863,9.800000190734863,7900
2001-05-09,9.279999732971191,9.899999618530273,9.149999618530273,9.279999732971191,9.279999732971191,8600
2001-05-10,9.350000381469727,9.649999618530273,9.350000381469727,9.510000228881836,9.510000228881836,4500
2001-05-11,9.600000381469727,10.0,9.5,9.649999618530273,9.649999618530273,13800
2001-05-14,9.260000228881836,9.789999961853027,9.260000228881836,9.260000228881836,9.260000228881836,9900
2001-05-15,8.859999656677246,9.350000381469727,8.859999656677246,8.859999656677246,8.859999656677246,19800
2001-05-16,9.25,9.5,8.949999809265137,9.25,9.25,19400
2001-05-17,8.550000190734863,9.449999809265137,8.550000190734863,8.550000190734863,8.550000190734863,13200
2001-05-18,8.5,8.600000381469727,8.350000381469727,8.350000381469727,8.350000381469727,4000
2001-05-21,7.900000095367432,8.5,7.900000095367432,7.900000095367432,7.900000095367432,10900
2001-05-22,6.75,7.800000190734863,6.599999904632568,6.75,6.75,18600
2001-05-23,6.0,6.75,5.820000171661377,6.0,6.0,30800
2001-05-24,5.800000190734863,6.0,5.5,5.800000190734863,5.800000190734863,9800
2001-05-25,6.650000095367432,6.75,5.820000171661377,6.650000095367432,6.650000095367432,50000
2001-05-29,6.849999904632568,7.25,6.849999904632568,6.960000038146973,6.960000038146973,30800
2001-05-30,6.5,7.0,6.489999771118164,6.5,6.5,9100
2001-05-31,6.300000190734863,6.75,6.300000190734863,6.300000190734863,6.300000190734863,5100
2001-06-01,6.400000095367432,6.949999809265137,6.400000095367432,6.400000095367432,6.400000095367432,18700
2001-06-04,6.300000190734863,6.5,6.199999809265137,6.300000190734863,6.300000190734863,14200
2001-06-05,6.099999904632568,6.5,6.0,6.099999904632568,6.099999904632568,19600
2001-06-06,6.150000095367432,6.150000095367432,6.0,6.090000152587891,6.090000152587891,14200
2001-06-07,6.460000038146973,6.900000095367432,6.099999904632568,6.460000038146973,6.460000038146973,26800
2001-06-08,6.650000095367432,6.800000190734863,6.300000190734863,6.650000095367432,6.650000095367432,7600
2001-06-11,7.0,7.150000095367432,6.900000095367432,7.0,7.0,4100
2001-06-12,7.0,7.400000095367432,7.0,7.099999904632568,7.099999904632568,23500
2001-06-13,7.349999904632568,7.650000095367432,7.300000190734863,7.449999809265137,7.449999809265137,18100
2001-06-14,7.96999979019165,8.0,7.300000190734863,7.96999979019165,7.96999979019165,20100
2001-06-15,7.730000019073486,7.900000095367432,7.730000019073486,7.730000019073486,7.730000019073486,1500
2001-06-18,7.699999809265137,8.0,7.699999809265137,7.699999809265137,7.699999809265137,4500
2001-06-19,7.550000190734863,8.0,7.550000190734863,7.550000190734863,7.550000190734863,6300
